	weight	ssn	hemoglobin	alp	etytr	alt	erytrocyty	hbver	name	hematokrit	indicator	er-cv	leukocyty	smoker	relationship	ast	trombocyty
8380	79.93912	646-52-0573	5.97754	89.66865	6.60480	2.29491	7.38853	8.98265	Andrew Meyer	8.54348	1.00000	47.17499	9.21384	yes	divoced	55.83849	8.91988
8381	49.77347	485-88-0367	5.16430	68.55257	7.96603	3.38868	7.78643	5.82562	Nathan Payne	8.59094	1.00000	47.54763	10.78232	Y	single	56.64406	7.00175
8382	63.14196	627-47-8455	10.58807	37.65485	10.66082	2.49989	7.22893	6.93890	Tanner Henderson	12.38831	1.00000	61.98754	7.26046	yes	divoced	34.16494	10.41371
8383	108.07719	655-43-7008	5.56911	75.88031	8.16192	21.72261	9.85554	7.30091	Ricky Webster	6.39662	0.00000	54.86337	9.66251	no	single	31.25529	8.76312
8384	18.45028	485-93-0693	8.70408	16.38223	8.06861	8.29591	8.81099	7.74062	Dean Tucker	10.81844	1.00000	40.30689	5.04957	no	widowed	58.86005	8.36494
8385	122.09639	390-79-1442	9.55049	19.39735	7.47969	2.49849	7.32265	6.34982	David Lee	7.28065	1.00000	42.27298	5.68074	no	nop	66.67415	9.11810
8386	91.78335	250-68-2019	5.94732	88.16643	7.00456	0.27125	5.99682	7.21178	Kimberly Young	7.17753	1.00000	44.09871	7.55319	no	divoced	54.59652	7.43504
8387	87.27925	197-78-4794	10.84333	45.28502	8.63077	2.99919	6.80185	8.26368	Amanda Washington	6.62041	0.00000	50.62720	9.66573	Y	married	40.17160	7.51559
8388	100.65257	519-01-7075	9.97101	17.16832	6.73557	5.26989	8.11770	7.52081	Laura Conley	6.78535	1.00000	54.98737	5.42521	no	single	29.64361	4.19683
8389	107.36088	515-26-2651	5.63240	74.55821	6.65961	2.09882	6.03928	8.04397	Jesus Mitchell	9.41575	1.00000	32.38208	7.06401	Y	widowed	47.38517	7.44618
8390	92.41370	887-29-7495	10.54052	29.44622	8.22460	3.83153	7.19214	5.35238	Michelle Jones	8.18377	1.00000	82.60929	5.59402	Y	divoced	44.76410	4.38092
8391	82.60450	300-42-0280	9.52708	12.61810	9.15512	1.41410	6.62345	7.16289	Ashley Jackson	7.73951	1.00000	48.68590	7.08649	Y	divoced	66.97435	8.84811
8392	70.93798	851-96-2300	9.38260	10.91208	6.41461	2.52474	6.96905	7.49214	John Young	7.91152	0.00000	43.25095	8.32604	no	single	46.53266	8.52032
8393	85.82845	490-78-5386	10.39643	27.31609	10.10316	3.55506	7.44690	8.43016	Stephanie Miller	8.35521	1.00000	29.66925	7.62935	Y	divoced	39.24145	8.87312
8394	55.40789	215-66-0082	10.78539	43.75884	8.14027	5.05608	8.18232	7.56759	Emma Peterson	9.01665	1.00000	69.44965	5.61558	no	nop	60.50870	6.31112
8395	44.75462	405-46-4894	9.93155	13.92310	7.13714	4.96689	7.77149	9.41611	Kristin Gonzales	7.35182	0.00000	48.58218	8.95434	no	divoced	73.46193	6.96389
8396	61.86528	194-96-3985	6.72180	84.26070	6.80579	3.33368	7.85390	6.95352	Michelle Garcia	10.22600	1.00000	69.95807	9.81092	no	divoced	68.30079	7.44057
8397	14.12234	775-49-1067	6.21288	91.58604	5.79733	7.94995	8.62964	9.03174	Katherine Wright	9.33963	1.00000	45.29547	9.11813	no	widowed	47.00971	8.08394
8398	22.11583	266-34-5751	5.84187	85.96715	5.34144	3.49698	7.79873	8.01848	Gerald Smith MD	9.30614	1.00000	49.50021	10.02597	Y	divoced	49.70575	7.32031
8399	97.80025	356-80-0721	8.88655	23.83356	9.02141	3.26787	6.66211	10.22366	Adam Coleman	6.16867	1.00000	32.96800	6.97854	no	single	43.39031	7.93979
8400	60.37550	172-37-7036	10.44039	32.15437	8.17077	3.26639	7.27802	5.06668	Robert Moore	6.48093	1.00000	53.22692	5.91069	Y	married	52.27199	8.40085
8401	67.94804	340-61-4455	8.75402	16.57420	6.38411	9.57147	8.89476	6.75320	Lisa Alvarez	9.20939	0.00000	47.86273	9.21067	yes	married	63.25399	6.66277
8402	33.68212	752-27-3872	8.35074	32.42223	6.53858	4.30580	7.67847	8.03745	Shelly Choi	9.81672	0.00000	32.68995	9.62495	no	separated	60.43869	8.25229
8403	112.04361	894-66-7129	7.66355	54.36986	3.72012	1.63651	6.58911	6.80874	Jacob Henson	9.50368	1.00000	42.35585	10.87822	no	divoced	46.58794	6.56498
8404	46.16662	282-86-3411	5.35215	73.90487	7.48914	6.30030	8.38618	9.10198	Christina Brown	9.26426	1.00000	56.60614	9.99845	yes	married	74.36804	8.02879
8405	95.81616	296-15-3071	7.65279	54.71844	5.26280	2.35079	7.17833	10.19491	Abigail Martinez	9.92870	0.00000	24.64396	7.83277	no	separated	40.79008	8.86888
8406	38.17889	114-28-1669	6.71821	80.23229	6.66444	3.17604	7.54704	9.54967	Jennifer Kelley	6.18687	1.00000	64.60387	4.95563	no	nop	45.57211	8.17120
8407	59.95447	230-43-0683	7.61875	59.74533	5.38111	2.95816	6.56680	8.27157	Amber Graves DVM	8.25830	1.00000	58.79187	8.60717	Y	separated	42.07689	7.31619
8408	8.46558	686-62-8012	7.15671	74.82845	7.42232	2.49349	6.75949	7.94073	Stacy Dudley	8.42182	1.00000	58.32359	5.84796	yes	single	59.39019	7.35481
8409	26.34751	389-71-0879	7.50036	63.89543	5.37998	2.19538	6.03118	7.08481	Shannon Yoder	10.63022	0.00000	60.39016	8.82387	Y	married	51.81390	9.61206
8410	106.51780	733-04-1753	6.54469	85.31958	5.90728	3.47388	7.12087	8.21866	Collin Hoover	9.69449	1.00000	56.60889	8.13547	no	divoced	51.25657	7.31276
8411	104.53800	119-26-6517	8.20509	32.42015	8.75164	9.26488	8.88922	8.16112	Kristi Murphy	6.36151	1.00000	59.70844	7.09327	no	divoced	48.24335	7.63634
8412	48.47366	645-56-7748	3.19849	10.16612	10.81875	8.40300	8.83536	7.81329	David Miller	7.34410	1.00000	41.20551	5.21362	no	married	49.70869	6.83153
8413	31.63874	365-80-9217	7.92637	55.89200	6.87979	4.36828	7.81499	8.17828	Sandra Scott	7.50033	1.00000	37.33932	5.65745	yes	divoced	37.53403	8.65847
8414	95.38076	726-76-6145	5.57299	75.16696	3.89898	3.39620	7.40284	4.99670	Rebecca Cooper	4.72132	0.00000	37.65319	8.74179	no	widowed	37.26770	7.94144
8415	73.58571	183-60-4385	10.66844	33.85016	9.58456	2.56912	6.97118	5.63285	Kimberly Kennedy	8.84430	1.00000	59.44083	7.07195	no	single	40.68200	7.51408
8416	82.30478	474-58-7744	8.22567	34.31726	6.87717	2.11939	6.61429	9.66183	Jacob Turner	6.17920	0.00000	54.37925	8.45434	no	nop	45.35436	7.62425
8417	79.80216	851-96-0583	6.61421	82.66443	7.01080	2.28943	7.05325	8.17407	Sara Hernandez	7.41378	0.00000	49.93668	9.02655	yes	divoced	40.49954	8.06419
8418	20.19596	152-68-8914	7.63479	61.95541	9.70605	2.60036	7.15188	7.73099	Sara Drake	10.76796	1.00000	30.65315	6.45405	no	divoced	45.97999	6.26663
8419	69.09195	131-35-5054	8.68129	24.59812	4.43818	2.92867	6.73572	7.40406	Lisa Allen	7.44316	1.00000	47.04527	7.86364	no	widowed	41.72554	8.37903
8420	77.78329	350-10-8627	9.92914	24.38273	9.81343	1.21326	6.60246	6.27676	Katherine Hernandez	9.44619	1.00000	38.53251	7.04627	yes	divoced	25.89565	6.69024
8421	68.28625	296-59-0194	9.12962	10.00932	7.73935	1.79021	6.91972	6.91314	Miranda Hamilton	10.03833	1.00000	60.47159	5.31662	no	single	47.44389	8.58184
8422	106.97148	682-18-6710	7.31234	75.55644	8.70719	4.76077	7.70201	8.71866	April Simpson MD	7.43834	0.00000	49.22978	9.19667	no	single	48.29885	7.86195
8423	75.74668	661-09-9115	7.99569	46.64515	8.69460	2.62593	7.09537	6.70879	Gregory Guerra	8.19488	0.00000	59.65431	8.77613	no	single	49.73853	6.48921
8424	63.35247	604-63-2112	6.62512	85.44849	6.26469	2.75452	7.25628	7.34998	Maureen Robinson	8.34558	1.00000	58.99884	9.66009	no	widowed	48.25786	7.32738
8425	118.70557	757-51-1507	9.11949	20.61662	7.01379	5.63072	8.40020	6.27417	Diane Jones	8.73549	0.00000	86.12883	9.78480	no	single	48.55563	8.47331
8426	39.88781	103-67-6340	10.67411	39.02086	8.96889	3.23850	7.74534	8.80493	Joshua Petty	8.89828	1.00000	46.18969	5.94091	Y	single	32.67854	8.55347
8427	94.38503	628-45-7440	4.80540	55.74869	8.56079	2.22601	6.84653	7.59190	Phillip Bradford	10.09973	1.00000	58.44344	8.51849	Y	widowed	49.03750	6.68353
8428	41.41845	868-76-1786	6.27950	85.23500	6.19283	8.12104	8.68763	8.27575	Lori Anderson MD	11.17592	1.00000	26.83784	9.97568	no	separated	39.03121	6.87198
8429	113.67932	275-93-4092	5.68342	80.91745	7.09842	2.04501	6.71847	7.89795	Veronica Ruiz	8.21273	1.00000	41.14085	8.46925	yes	separated	62.97252	7.55865
8430	71.71428	596-55-6668	7.30548	63.89454	6.38120	4.08472	7.57632	9.32984	Jay Fischer	7.74043	1.00000	45.13111	8.24364	yes	divoced	56.92293	7.26999
8431	40.15576	530-72-7805	8.72287	21.30303	8.62086	3.58053	7.43101	6.47365	Richard Spence	5.57185	1.00000	48.56805	6.95905	no	divoced	49.24308	6.25519
8432	107.05421	428-90-8460	9.61754	7.80718	9.15305	0.95400	6.69763	7.16621	Kim Vaughn	9.98690	1.00000	68.02935	6.87858	no	married	29.16837	8.46037
8433	124.87958	551-51-9001	7.76827	54.40089	7.26367	4.68683	8.13656	8.82191	Catherine Hughes	9.08004	1.00000	60.57190	5.14080	Y	married	36.41058	7.74772
8434	94.21396	469-82-5662	8.85238	20.28419	4.23678	2.34450	7.51434	8.42145	David Weiss	7.94991	1.00000	56.27189	8.18091	N	widowed	67.19001	7.14150
8435	38.72884	266-15-4910	11.23717	51.90461	9.83278	3.69985	7.66489	6.99660	Joanna Anderson	9.89948	1.00000	56.91682	6.69486	no	separated	64.10321	7.65147
8436	105.85094	820-99-9155	4.23074	32.58841	4.15888	2.41716	6.68823	6.84299	Crystal Harris	5.66441	0.00000	67.55503	8.75600	no	widowed	68.12209	7.21389
8437	77.97585	320-75-9966	8.24613	35.52942	3.95727	5.45279	8.33784	8.15970	Beth Guerrero	8.35466	1.00000	46.13774	8.05463	no	widowed	48.26731	6.35226
8438	64.82721	535-57-5429	9.74545	15.12782	8.42093	3.83422	7.55551	7.37476	Mary Olson	8.13600	0.00000	22.03215	6.00706	no	divoced	43.92946	9.18686
8439	37.32169	033-80-9218	9.00783	22.58777	10.41607	1.59024	6.74093	5.95571	Rebecca Cruz	8.96450	1.00000	58.14306	7.59426	Y	nop	54.76071	7.94034
8440	88.39383	555-33-1713	9.49635	13.65872	5.89053	3.66586	7.28282	5.98484	James Callahan	7.54323	0.00000	82.69901	8.14612	no	nop	52.50049	8.40950
8441	88.84444	392-92-9228	5.94384	86.12793	6.93363	2.67175	7.29618	7.33825	Christopher Hart	8.44089	1.00000	75.22688	8.31202	no	widowed	45.78296	9.73004
8442	72.20731	755-08-3793	8.70765	18.27297	8.61180	2.00965	6.19872	6.58410	Eric Houston	10.51830	1.00000	53.40292	5.05730	no	divoced	45.86655	6.48166
8443	63.81077	399-23-6134	9.31758	10.76616	8.29089	3.21518	7.44471	7.01617	Susan Cowan	6.23600	1.00000	51.58747	6.11954	no	separated	42.82786	7.51890
8444	135.58589	434-38-7549	6.13658	77.20974	7.09118	1.66829	6.25270	5.98479	Michelle Mason	9.23367	1.00000	65.17883	7.08815	no	nop	55.13690	8.91348
8445	107.80133	406-86-4900	5.16875	66.97585	4.86805	3.65061	7.77629	7.01663	Jessica Allen	6.01560	0.00000	29.51970	9.09342	yes	widowed	56.66711	7.05128
8446	55.16595	186-34-6185	7.01126	81.89728	5.14345	2.10054	7.32725	9.08975	Jamie Williams	7.05785	1.00000	36.24334	6.79789	Y	divoced	43.38483	8.77906
8447	43.57981	794-18-5896	5.58594	75.38860	7.63673	5.06642	7.85479	8.84894	Teresa Cain	7.94374	1.00000	54.69015	9.46658	no	married	58.70755	8.02835
8448	91.90826	699-23-7482	7.70338	57.45265	8.96804	3.61974	7.40764	8.55829	Stephen Camacho	8.15615	0.00000	45.98821	6.95857	no	separated	70.99750	7.45125
8449	58.93066	805-51-4940	8.69407	20.71417	9.54619	5.39856	7.93259	7.82138	Christopher Griffith	9.14888	1.00000	53.09329	7.17357	yes	single	49.69254	7.97125
8450	52.38340	349-13-0060	9.56959	1.59004	7.35245	5.45081	8.15625	6.28470	Karla Kim	8.04617	0.00000	37.66661	9.06792	no	single	40.93681	7.92417
8451	14.74331	440-88-1136	8.37132	32.92777	8.97970	3.54683	7.51362	7.07129	Roy Page	7.85123	0.00000	28.56496	8.78892	no	divoced	41.66938	8.66606
8452	53.28436	125-06-0939	5.89652	87.53397	6.97818	3.44638	7.50424	7.31042	Christy Smith	6.50977	0.00000	46.71300	9.18947	Y	widowed	58.99889	9.06897
8453	167.65580	145-54-4804	8.90009	17.84541		3.81275	7.64975	6.18008	Patricia Rojas	7.49075	1.00000	47.21070	5.76867	no	divoced	53.29218	7.02570
8454	68.15478	275-38-8173	8.75650	20.27115	7.13244	1.98894	6.93182	7.96450	Jessica Allison	8.54530	0.00000	57.37580	8.70100	Y	married	36.65782	9.08427
8455	78.51057	661-92-3177	6.73782	81.06130	10.88842	5.17939	7.96552	7.70856	Colleen Turner	8.70130	1.00000	49.65110	8.42328	no	single	41.43479	8.62195
8456	104.50989	019-42-1295	6.05225	80.69957	5.13649	4.18336	8.02065	6.68926	Christopher Moreno	9.47437	1.00000	54.60567	9.72178	yes	married	44.63436	8.97450
8457	44.91390	884-98-1424	9.28484	14.25847	8.89845	5.02310	8.01162	6.75638	Ryan Johnson	7.66424	1.00000	66.87984	6.47990	Y	nop	69.66101	7.21365
8458	98.57655	046-76-5738	10.01366	18.08205	7.46688	5.33749	7.96474	8.00681	David Allen	6.90346	1.00000	49.86734	4.99085	Y	single	39.10274	7.29286
8459	107.59322	824-50-0608	8.53792	32.83410	8.02956	1.54626	5.03107	6.10592	Craig Snyder	8.54467	1.00000	50.51720	6.51925	no	nop	59.18017	8.90183
8460	47.12235	745-64-9583	8.56740	29.09985	5.21390	2.06425	6.55814	8.89564	Benjamin Gardner	6.86138	1.00000	74.01071	7.77360	no	divoced	56.83052	9.37963
8461	45.80186	534-98-0844	5.73174	76.67651	7.22501	11.29422	9.04079	7.92784	Chelsea Russell	8.01310	1.00000	57.87626	7.18629	Y	divoced	51.56311	7.80650
8462	86.03836	425-32-3681	5.55662	72.94489	9.15848	1.74736	6.65680	8.65321	David Gill	7.64683	1.00000	61.45686	8.60637	no	single	73.94706	8.22224
8463	89.65633	295-21-2685	8.33189	34.10299	6.61201	4.75788	7.87593	7.56501	Linda Pierce	9.57741	0.00000	47.90242	9.29010	no	married	46.61585	7.15944
8464	1.17585	758-45-1034	7.50472	60.56238	4.78423	2.64733	7.16624	7.32319	Jennifer Oliver	7.96128	1.00000	39.86188	9.00412	Y	married	57.61577	8.13964
8465	96.71201	715-49-2890	10.76748	39.40877	8.43444	2.20363	7.30848	6.83922	Antonio Medina	7.19634	1.00000	55.13546	6.11955	no	nop	30.99360	8.60569
8466	59.58736	533-20-6264	10.91709	48.80127	9.02134	2.66654	7.65823	5.79236	Jamie Scott	8.25783	1.00000	68.51110	7.16077	no	nop	44.42639	
8467	106.76844	633-72-1821	6.78000	78.74219	5.29837	1.44766	6.83312	8.17155	Zachary Tucker	8.83927	1.00000	49.92419	8.66461	Y	single	65.07351	7.43177
8468	44.58945	430-57-2227	8.34731	40.09916	8.58415	1.64545	6.97153	7.73501	Christopher Harris	10.61100	1.00000	75.96028	6.56582	no	divoced	55.44074	6.50404
8469	79.96420	144-69-1843	7.05315	78.35408	6.69261	5.40699	8.28734	7.20559	Ashley Walters	8.50668	1.00000	50.04443	9.16632	N	widowed	28.17556	9.21806
8470	105.96175	808-69-5839	8.20330	39.75983	5.62224	2.81651	6.60850	8.95812	Stacy Payne	8.35281	1.00000	41.83730	8.69167	yes	married	43.93637	8.36333
8471	75.16345	317-88-6098	7.20572	72.89362	6.24776	2.67143	7.49055	7.15258	Erik Eaton	8.90554	1.00000	54.51796	10.76124	no	married	62.30677	9.57193
8472	82.50970	247-93-0735	4.00742	27.72184	6.86432	2.23000	6.89502	6.47471	Robin Johnson	9.96820	1.00000	48.29327	9.49757	no	single	40.78485	6.24171
8473	75.88503	293-30-4339	10.68091	34.81440	6.56507	3.79636	7.63346	7.00188	Michelle Hill	7.37311	1.00000	66.20911	5.31448	no	widowed	33.77643	7.72939
8474	85.96092	348-74-6239	9.20069	16.72361	9.57767	1.42911	6.90930	7.98972	Chad Martin	7.78318	0.00000	57.52573	8.71624	yes	single	41.67284	7.40442
8475	73.85508	607-11-8034	4.58730	44.10018	6.11151	2.45921	5.41459	9.07479	James Lynch	3.82812	0.00000	67.94303	9.29993	Y	single	32.41499	7.45071
8476	7.53239	538-78-0991	7.57262	61.51035	4.84502	1.39224	4.37610	8.20481	Paul Solis	6.66798	0.00000	48.19272	8.34781	no	divoced	39.98610	8.32933
8477	57.45928	299-36-5912	5.71548	83.56384	8.23105	5.17790	8.08862	7.75344	Eric Combs	9.82820	1.00000	18.97809	10.22896	yes	single	66.95197	5.96825
8478	45.71796	072-81-2500	5.15589	62.65661	4.60018	2.18101	6.97521	7.24121	Casey Blair	5.15740	0.00000	55.74400	9.12028	Y	divoced	66.80475	7.49507
8479	99.73771	756-76-5230	7.02558	83.79868	8.50682	3.79558	7.36892	8.49361	James Arnold	9.84005	1.00000	47.23997	5.21001	no	single	64.21847	8.05015
8480	50.93107	392-60-7379	8.37108	32.75173	9.88774	7.41203	8.58924	6.28812	Melissa Johnson	9.04384	1.00000	59.17719	6.90181	Y	divoced	63.33754	7.25659
8481	139.89326	295-21-2685	11.36069	64.52471	7.18872	12.70155	9.23427	6.74236	Linda Pierce	4.97371	0.00000	54.61860	7.44552	no	married	49.38632	7.63536
8482	94.53161	086-52-3895	6.40642	79.37215	6.37379	3.49186	7.20851	7.87367	Mark Davis	10.81977	1.00000	62.59871	11.81317	Y	married	42.23981	7.32723
8483	28.26543	291-73-6517	7.09079	72.98641	4.17511	7.92378	8.66094	9.12313	Brian Fisher	9.87724	1.00000	42.90851	8.31406	yes	separated	57.72016	8.55813
8484	92.09468	731-63-0424	8.48581	30.00662	7.86468	2.64239	7.46779	7.03903	Jennifer Hodge	8.17136	1.00000	55.80826	5.92053	no	divoced	35.49265	8.73046
8485	70.68995	748-63-3431	8.26945	31.01802	8.63993	6.11512	8.21635	6.99152	Joseph Oconnell	10.61456	1.00000	22.74594	6.18614	no	divoced	73.18443	8.29242
8486	97.44262	770-34-0485	8.06338	41.08972	8.70525	3.17986	6.64237	5.29681	Brittany Fletcher	6.50096	0.00000	66.01035	8.94247	yes	single	24.36175	9.56108
8487	82.38366	388-03-2561	5.37358	67.92725	6.45034	7.77198	8.63536	7.83060	Robin Burgess	9.31207	1.00000	57.07321	9.42998	no	single	57.46182	6.83255
8488	84.24681	349-07-5828	9.02987	15.78063	4.00302	3.14065	7.49319	6.66906	Keith Young	8.06698	1.00000	27.94838	9.34017	no	divoced	52.25214	6.54074
8489	68.86302	688-69-8985	8.51826	27.85427	9.85187	2.98033	7.22076	8.17020	Allison Powell	8.95908	1.00000	63.41898	7.03810	no	divoced	42.82304	6.96644
8490	37.51522	176-75-3453	6.06474	91.18748	7.51952	2.23179	6.26250	6.44971	Laura Rivera	8.46015	1.00000	37.43929	8.19195	Y	divoced	51.99352	5.19753
8491	86.34056	257-78-8976	8.78688	18.44269	9.50454	3.02499	7.30546	7.00838	Matthew Marsh	8.13989	1.00000	70.88097	6.96326	no	single	53.96718	8.31875
8492	47.22570	752-27-3872	11.39354	65.92150	8.77088	12.52822	9.15894	7.73486	Shelly Choi	9.51418	1.00000	22.75111	6.40845	no	nop	60.55196	9.15219
8493	132.19842	267-69-6831	8.66217	23.94526	10.45165	6.36654	8.50462	7.02776	David Edwards	8.60181	1.00000	49.66810	7.98417	N	divoced	68.82685	7.93846
8494	51.07444	734-79-0811	6.90266	77.57758	6.91285	3.65951	7.54238	9.86708	Katelyn Peck	7.32259	0.00000	67.52256	8.46162	yes	divoced	45.25005	8.84043
8495	80.09683	521-14-2799	6.02052	75.78236	7.32542	5.06864	8.23906	8.42756	Dustin Medina	7.11544	1.00000	57.94935	6.30334	no	single	59.77930	7.86145
8496	93.30790	717-78-7269	7.05511	79.94122	7.27989	1.42798	6.50945	8.75429	Lisa West	9.24653	1.00000	43.53416	10.50686	no	nop	44.92546	9.01251
8497	14.94084	574-76-4338	9.67876	12.89065	10.43631	8.99132	8.85817	9.19404	Karen Maldonado	10.05743	1.00000	61.19820	7.51249	Y	single	65.48720	8.35150
8498	87.62854	883-85-1931	9.57050	16.55048	9.43186	1.49664	6.06974	8.57091	Shannon Carpenter	7.09882	1.00000	65.56468	7.84660	no	divoced	50.72789	6.16359
8499	73.22913	349-96-2538	8.15630	35.91741	2.93458	10.18460	8.92568	7.60995	Erik Rosales	10.51348	1.00000	66.98653	8.50466	Y	single	53.42572	7.53516
8500	106.86140	191-43-5058	9.22136	14.84247	9.40202	4.79345	7.76073	6.99088	Michael Fleming	7.69052	1.00000	30.57464	7.43594	no	divoced	49.95546	6.22348
8501	66.10374	467-79-8127	9.45189	8.64574	9.93498	2.21184	6.59524	7.66560	Amanda Butler DVM	9.38266	1.00000	53.85662	7.36245	Y	married	44.56448	9.12798
8502	111.86236	174-52-5876	9.22698	11.58078	10.16695	3.92653	7.79489	8.05768	Stephanie Bond	9.76930	1.00000	78.10320	6.25558	yes	divoced	29.25980	8.24930
8503	7.13970	433-29-5198	8.90806	14.24927	8.04971	3.62142	7.22253	6.92831	Ashley Wood	6.67844	1.00000	54.18904	7.31310	Y	divoced	44.28442	8.00726
8504	50.20301	143-30-7950	5.96186	90.00310	8.01553	2.07134	6.95149	6.34362	Ashlee Harding	7.65524	0.00000	74.02386	6.72661	no	married	65.42433	7.02401
8505	116.36517	045-22-3160	9.54660	10.32046	9.10760	1.05550	4.73603	8.99500	Adriana Hunt	6.59199	0.00000	25.67952	8.97286	no	separated	40.43430	8.52135
8506	26.82584	763-50-8454	10.23767	16.72851	8.93745	8.81299	8.66487	9.00578	Rodney Vasquez	7.94779	1.00000	27.32261	6.72894	no	married	41.35703	7.01426
8507	92.19396	067-67-2996	10.19140	20.87361	6.88184	2.17102	7.16104	8.71759	Jonathan Harper	6.81473	0.00000	37.70941	8.21930	no	divoced	54.46536	7.83884
8508	108.06460	584-05-6708	6.90728	79.37497	9.96064	3.19799	7.66374	8.57994	Patricia Snyder	10.03381	1.00000	34.67597	7.66933	Y	widowed	50.10086	8.66361
8509	80.67402	676-59-2568	9.04482	20.28427	9.15111	1.08410	6.36656	7.27631	Ashley Young	6.54343	1.00000	59.41011	7.50756	no	divoced	40.62329	7.27874
8510	76.50118	427-89-1828	5.68426	79.37873	6.75165	33.18758	10.25484	6.13244	Janice Spencer	8.33673	1.00000	55.06945	10.25025	Y	single	53.07295	6.79169
8511	84.41763	833-58-3989	9.49908	16.14674	6.48621	1.70910	6.13722	7.53138	Anthony Johnson	7.31401	0.00000	68.37658	8.03847	no	married	25.25783	6.26508
8512	86.51184	410-46-3567	4.54570	49.35078	3.77960	5.45789	8.17550	8.68822	Christopher Johnson	4.89288	0.00000	34.32547	8.89746	no	single	48.62741	7.89435
8513	31.59893	413-90-8016	8.46421	39.33443	7.95578	5.41501	8.16053	8.25866	Susan Conway	8.78866	0.00000	33.25700	5.36722	no	nop	34.59106	7.70578
8514	153.11194	837-01-5976	9.07811	14.40155	9.02469	5.81194	8.39070	8.73824	Pamela Montgomery	6.88159	1.00000	70.91553		no	married	50.88827	8.10400
8515	95.07105	172-05-0024	10.21915	24.52330	9.10517	3.44055	6.78978	7.89752	Lisa Perry	10.11600	0.00000	34.35554	6.14597	yes	married	35.67206	6.96025
8516	84.80117	787-77-6379	5.92919	77.38270	8.21737	1.78780	6.56442	7.10940	Maria Price	5.40704	0.00000	50.29747	9.69308	Y	single	60.00650	7.68602
8517	103.46052	737-47-0267	5.48436	75.11528	3.90212	1.45783	6.78023	6.53332	Troy Patrick	5.38515	0.00000	26.07231	8.30930	Y	divoced	61.91504	6.53301
8518	71.08864	788-79-3982	6.87317	77.00207	9.72490	1.99138	7.20789	6.57605	Monique Brown	12.03181	1.00000	30.63085	6.20847	no	divoced	38.24568	9.37373
8519	15.72332	191-38-2315	9.01220	15.20739	6.13028	1.78014	6.61373	9.04968	Emma Norris	8.39224	0.00000	34.98007	8.81468	N	married	35.25583	8.20705
8520	63.98332	204-82-2892	9.51772	9.06223	9.32479	2.35579	7.02587	6.78817	Kenneth Woodard	11.25962	1.00000	60.77120	6.51031	no	nop	55.19054	5.90095
8521	46.95436	296-96-2893	8.35096	25.56064	10.25943	4.08427	7.86534	7.91570	Kristi Small	8.34124	1.00000	62.27688	7.95909	Y	married	50.36862	6.40484
8522	22.62015	833-72-2228	6.09052	82.30543	7.17176	3.98166	7.89022	8.22363	Mary Jones	8.28618	1.00000	59.97745	8.84268	no	married	54.70291	7.32452
8523	82.19999	588-07-1694	6.14856	90.75082	5.79050	2.17823	7.37395	8.07737	Shannon Blevins	11.15552	1.00000	54.09838	10.83379	yes	single	55.12073	8.68892
8524	98.98501	296-70-8051	4.07842	23.58685	3.10501	1.77035	6.47406	7.54410	Tracy King	7.22368	0.00000	58.76333	8.55056	no	widowed	56.03538	9.03718
8525	49.66461	398-98-1894	8.87132	12.74021	9.12563	4.82756	8.05194	9.41947	Jessica Rosario	5.36616	1.00000	65.23592	7.87256	yes	divoced	39.49254	7.67184
8526	86.21460	512-39-5379	6.28236	88.30172	5.31093	4.57664	8.06374	8.73317	Eric Rodriguez	6.39156	0.00000	49.65773	8.59315	Y	divoced	59.45581	5.37550
8527	85.30343	283-45-5416	6.48205		6.58162	3.07956	7.29805	6.62785	Kelly Salazar	8.22650	1.00000	36.84308	8.20666	yes	divoced	44.28486	7.90966
8528	11.88769	883-29-2459	9.51142	17.30968	8.13462	1.99436	6.28261	5.79392	Jeremy Johnson	8.43134	0.00000	76.99502	9.57698	no	single	52.82370	7.53674
8529	54.52893	602-26-3791	6.62800	77.57848	5.59112	10.55533	9.00748	7.59131	Tiffany French	6.66983	0.00000	40.58367	8.19470	no	married	13.63633	5.11618
8530	38.03538	352-35-3897	9.69460	9.27787	5.75048	0.70208	6.54829	5.85019	Nicole Ingram	7.27782	0.00000	45.99682	7.87497	no	widowed	42.93846	8.65985
8531	71.38954	272-27-4436	7.95962	48.93569	5.79459	3.38061	7.37601	7.12442	David Jones	8.88207	1.00000	70.29311	8.66827	Y	married	26.90251	7.81912
8532	-24.19924	220-60-5859	9.76517	12.63556	7.26081	8.04214	8.72913	9.44958	Carlos Brown	6.67585	1.00000	60.90660	5.55722	no	single	61.57751	8.83922
8533	74.96980	186-01-4112	4.77141	58.20382	9.36914	2.23140	6.64354	7.89841	Jose Meyers	8.64221	1.00000	74.88822	8.86194	no	married	44.66658	8.32267
8534	49.35195	193-36-5159	7.77508	50.54872	10.44175	3.34890	7.65798	5.67514	Lee Perry	11.88763	1.00000	48.42897	6.53658	yes	divoced	41.97374	8.11984
8535	40.46418	692-76-5256	9.05545	12.87167	12.21068	3.00477	7.09167	7.20288	David Wells	8.24767	1.00000	67.00133	9.74140	no	nop	30.79659	7.72687
8536	80.05295	374-62-8463	8.24428	37.70117	9.58435	2.07750	7.17612	7.86960	Richard Pierce MD	10.32100	1.00000	64.10481	6.83356	no	nop	53.70155	7.77319
